0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.414,0.67,1,-6.295,1,0.0604,0.00314,0.00022,0.122,0.727,77.977,4,I Can Do No Wrong,Guilty Simpson,39,201398,2012-11-06,4
0.702,0.683,11,-8.104,1,0.0396,0.2,0.011,0.173,0.591,120.03,4,Parasites,"Parks, Squares and Alleys",30,258459,2016-05-17,6
0.789,0.562,1,-8.252,1,0.878,0.106,0.0,0.295,0.795,88.009,4,Say Word,Def Squad,25,218733,1998-01-01,4
0.453,0.676,2,-9.4,1,0.354,0.00233,0.00284,0.0304,0.762,169.327,4,Rap Life (feat. Pharoahe Monch),Diamond D,19,180224,2014-09-30,3
0.743,0.591,1,-9.324,1,0.259,0.00984,0.0,0.116,0.184,94.254,4,Get Down - Q-Tip Remix,Craig Mack,34,237906,1995-06-15,4
0.307,0.573,7,-10.658,1,0.236,0.0377,0.0102,0.176,0.669,83.543,4,Meaning Of The 5% - Remastered,Brand Nubian,5,173186,1993,5
0.385,0.476,8,-8.299,1,0.0279,0.13,0.937,0.124,0.039,178.031,4,Duel Of The Iron Mics,El Michels Affair,34,181613,2012-09-25,7
0.738,0.88,10,-5.364,0,0.316,0.0175,0.0604,0.087,0.771,86.99,4,Word Iz Life,Poor Righteous Teachers,49,270240,1996,10
0.686,0.435,11,-10.894,0,0.198,0.17,0.000465,0.131,0.573,139.998,4,Night Owl,Spooky Mansion,40,168000,2019-08-12,3
0.646,0.752,0,-5.652,1,0.268,0.664,0.0,0.17,0.761,99.948,4,Rhymes Like Dimes,MF DOOM,65,258613,1999-10-19,10
0.678,0.622,2,-10.824,1,0.0828,0.32,9.46e-05,0.0251,0.701,81.718,4,Get It Up For Love,Ned Doheny,46,281733,1976-12-02,7
0.697,0.826,0,-4.719,1,0.377,0.205,0.0,0.0699,0.504,104.003,4,Old Man,Masta Killa,36,166226,2004-06-01,4
0.781,0.659,5,-6.185,0,0.103,0.351,0.0,0.605,0.902,142.694,4,One Two,Sister Nancy,39,216546,1982,3
0.549,0.822,8,-7.842,1,0.502,0.332,0.000184,0.166,0.788,170.207,4,Gil Scott Never Lied,Huey Briss,32,220235,2018-02-02,2
0.46,0.255,7,-9.585,1,0.033,0.824,3.7e-06,0.206,0.623,94.707,4,Sous le ciel de Paris,Juliette Gréco,43,199946,1959-01-01,2
0.634,0.73,9,-9.869,0,0.0471,0.425,0.0314,0.326,0.708,106.044,4,Moi je joue,Brigitte Bardot,48,102666,1994-01-01,4
0.697,0.266,4,-12.459,1,0.0613,0.911,0.0,0.141,0.501,145.839,4,Devil Woman,Marty Robbins,42,170560,1976,3
0.668,0.454,1,-10.961,1,0.0378,0.0019,0.602,0.314,0.0798,73.996,4,Everybody Know,Guts,36,227114,2007-06-01,3
0.547,0.662,4,-5.196,0,0.0293,0.571,0.00146,0.122,0.498,82.173,4,Bloodless,Andrew Bird,44,389160,2019-03-22,8
0.747,0.607,7,-10.243,1,0.0333,0.0448,0.509,0.132,0.527,90.016,4,Over,Ours Samplus,34,245666,2013-12-08,6
0.93,0.712,10,-5.156,0,0.0666,0.245,1.48e-05,0.116,0.456,99.054,4,Make Her Say,Kid Cudi,58,216413,2009-01-01,2
0.511,0.529,5,-12.629,0,0.0439,0.438,0.839,0.0483,0.796,118.559,4,Butterfly,Herbie Hancock,32,677333,1974-09-06,3
0.743,0.591,1,-9.324,1,0.259,0.00984,0.0,0.116,0.184,94.254,4,Get Down - Q-Tip Remix,Craig Mack,34,237906,1995-06-15,5
0.679,0.608,11,-11.381,0,0.141,0.339,0.0954,0.126,0.783,78.093,4,So Special (Gonna Last),Poptartpete,37,124000,2016-11-09,9
0.711,0.646,1,-11.706,1,0.0584,0.197,0.894,0.0845,0.138,135.018,4,Last Bloom,Floating Points,34,353680,2019-10-18,4
0.916,0.455,10,-8.446,0,0.231,0.00306,0.000766,0.713,0.562,92.092,4,Devil's Pie,D'Angelo,45,321642,2000-01-01,2
0.69,0.835,7,-13.223,1,0.394,0.00268,7.75e-06,0.098,0.742,92.462,4,Drop It Heavy,D.I.T.C.,18,239933,2000-02-22,3
0.691,0.902,8,-4.307,1,0.0457,0.0501,0.00101,0.129,0.677,149.972,4,A Drive to Nowhere,Kognitif,10,234897,2019-09-20,5
0.641,0.621,7,-3.88,1,0.0524,0.24,0.0299,0.175,0.749,89.926,4,Muy Tranquilo,Gramatik,57,233755,2010-07-29,7
0.927,0.448,5,-8.385,1,0.051,0.283,0.035,0.0976,0.95,105.028,4,Easy,Drug Cabin,20,173880,2015-04-07,3
0.813,0.624,3,-6.476,1,0.0296,0.353,1.95e-05,0.108,0.89,109.928,4,Money on It - Acoustic,Together Pangea,38,158456,2018-06-29,5
0.211,0.0305,5,-31.312,0,0.0355,0.962,0.702,0.0944,0.0375,99.594,3,Marcel - Deborah 1,Nora Orlandi,26,154400,1968-01-01,2
0.652,0.772,2,-8.473,0,0.263,0.597,0.0,0.483,0.574,149.646,4,Zero Point,Sidney Emerson,16,128371,2023-02-13,3
0.429,0.841,5,-7.038,0,0.341,0.393,0.0,0.504,0.682,162.748,3,Interesting Event,Marcus Haywood,25,131065,2023-02-19,5
0.456,0.857,7,-5.854,1,0.0833,0.00157,0.0344,0.333,0.559,167.709,4,I Will Dare,The Replacements,45,197426,1984,5
0.823,0.657,4,-9.498,0,0.0553,0.188,0.553,0.0866,0.546,118.014,4,Missing - Round Remix,The xx,37,348299,2013-12-02,2
0.682,0.581,7,-10.339,1,0.0295,0.714,0.323,0.0802,0.539,108.98,4,Something Good,alt-J,59,217320,2012-05-28,5
0.609,0.547,9,-12.044,0,0.0286,0.000302,0.831,0.11,0.432,144.031,4,Slick,Moss Of Aura,9,260670,2011-09-06,5
0.662,0.734,11,-10.164,0,0.375,0.132,3.04e-05,0.326,0.766,170.6,4,Real Live Shit,Real Live,19,271400,1996-06-01,5
0.611,0.762,7,-4.759,0,0.142,0.698,0.0,0.392,0.765,84.667,4,freedom or fame ?,jev.,37,196288,2022-12-20,8
0.417,0.573,11,-7.33,1,0.0279,0.0801,0.0,0.0845,0.29,129.559,4,Faithfully,Journey,56,266973,1983,6
0.632,0.394,2,-12.926,0,0.0324,0.109,0.818,0.101,0.88,81.719,4,ナンバー4,Khruangbin,10,221218,2019-07-12,6
0.764,0.759,0,-4.998,1,0.136,0.0967,0.00217,0.19,0.876,76.494,4,All Choked Up,BRONCHO,34,175757,2018-10-12,4
0.723,0.872,8,-6.623,0,0.388,0.158,0.0,0.376,0.688,85.968,4,A Friend,KRS-One,42,252893,1997-05-20,10
0.557,0.305,4,-20.066,1,0.0287,0.6,0.96,0.0904,0.71,140.016,4,Batidinha,Antônio Carlos Jobim,37,197760,1967-06-15,3
0.644,0.879,6,-5.471,0,0.298,0.0777,0.0,0.43,0.808,176.666,4,Some X S***,Ruff Ryders,36,288066,1999-01-01,1
0.55,0.864,6,-5.784,1,0.311,0.055,0.0,0.404,0.622,94.882,4,What Up Y'all,Chuck Spears,20,125552,2016-08-04,1
0.77,0.895,6,-3.589,0,0.283,0.00229,1.89e-06,0.289,0.437,92.955,4,The Change,Noreaga,41,212440,1998-07-07,2
0.85,0.631,1,-8.401,1,0.227,0.00684,0.000406,0.0679,0.738,126.002,4,Hotel Room Service,Pitbull,68,237600,2009-08-27,1
0.555,0.577,1,-7.434,1,0.0774,0.609,0.949,0.819,0.32,135.022,4,Dragon Dance,Marcus D,12,198333,2018-05-29,6
0.753,0.749,1,-6.132,0,0.316,0.0285,0.0,0.0845,0.832,93.79,4,Mathematics,Mos Def,59,246440,1999-10-12,8
0.716,0.485,8,-8.241,1,0.237,0.0401,0.0,0.277,0.556,148.141,4,Hard For,Kevin Gates,60,247600,2016-01-29,2
0.535,0.772,1,-6.503,0,0.37,0.0127,0.0,0.11,0.661,152.173,4,Money On My Mind,Lil Wayne,53,271573,2005-01-01,1
0.72,0.681,0,-8.962,1,0.0469,0.0938,0.0161,0.109,0.424,99.002,4,Darling,Esbe,61,189090,2015-12-11,10
0.625,0.505,2,-9.952,1,0.037,0.466,0.169,0.335,0.0487,131.031,4,Intro~,Mild Orange,37,153124,2018-04-18,5
0.714,0.565,4,-10.415,0,0.0343,0.386,0.909,0.105,0.472,119.026,4,Feenicks,Szymon,31,148373,2019-11-08,4
0.887,0.589,9,-5.08,1,0.261,0.282,1.74e-05,0.172,0.718,98.194,4,Bad Newz Travels Fast (feat. T-Lee),DJ Pooh,12,221426,1997-03-04,2
0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,4,Hip-Hop,Dead Prez,59,214066,2000-02-08,2
0.645,0.486,2,-7.098,1,0.0297,0.264,0.00239,0.133,0.32,108.939,4,Unbothered,Omar Apollo,58,124954,2018-01-06,5
0.409,0.763,7,-6.945,1,0.0698,0.00373,0.000327,0.8,0.527,188.253,4,Early Prayers,Tomorrows Bad Seeds,29,245306,2007-01-01,1
0.607,0.72,1,-6.114,0,0.0363,0.0015,0.0132,0.0874,0.315,99.327,4,Colossus,Avatar,41,241738,2020-08-07,1
0.439,0.279,10,-17.616,1,0.0676,0.912,0.0298,0.0996,0.24,74.043,4,Skytop Garden,Nice Guys,35,153750,2019-06-28,8
0.71,0.784,2,-8.363,1,0.498,0.0252,0.00131,0.366,0.532,88.023,4,Boom Music,Quasimoto,35,167920,2004-12-01,10
0.866,0.849,4,-7.907,0,0.0533,0.331,0.00137,0.121,0.814,105.005,4,Tamanqueiro,Selvagem,35,325530,2015-10-26,5
0.449,0.822,10,-4.648,0,0.389,0.0153,0.0,0.159,0.51,192.551,4,If I Get Locked Up (Funkmaster Flex & Big Kap Feat. Eminem and Dr. Dre),Funk Flex,49,220533,1999-01-01,1
0.637,0.761,1,-8.311,1,0.0778,0.075,0.0,0.202,0.715,93.987,4,Is This Da Part,Lost Boyz,16,224973,1996,6
0.658,0.59,11,-8.56,1,0.298,0.19,0.0106,0.216,0.223,152.729,4,WHY?,Aminé,41,226946,2018-08-15,6
0.636,0.52,1,-13.895,0,0.309,0.446,2.22e-06,0.952,0.873,173.251,4,Watcha See Is Whatcha Get,The Dramatics,37,131817,2010-11-22,8
0.777,0.674,9,-13.375,0,0.0328,0.0385,0.897,0.264,0.807,111.033,4,"Dance of the Champ, Pt. 2",KIDS SEE GHOSTS,0,191660,2018-06-21,5
0.519,0.579,7,-7.994,1,0.0393,0.102,0.001,0.29,0.539,66.405,4,The Sound,Dr. Dog,24,247186,2010-11-02,3
0.404,0.962,3,-2.901,1,0.0978,0.0352,0.0,0.146,0.572,158.121,4,You Know It,Colony House,62,182266,2017-01-13,3
0.641,0.454,10,-12.553,1,0.062,0.0509,0.772,0.0772,0.972,148.955,3,Connaissais de Face,Khruangbin,55,260732,2020-06-26,8
0.41,0.821,4,-6.131,1,0.475,0.512,0.0,0.353,0.549,143.92,4,$500 Ounces (feat. Freddie Gibbs & Roc Marciano),Westside Gunn,49,252954,2020-04-17,4
0.497,0.877,5,-6.854,0,0.455,0.402,2.91e-06,0.117,0.695,81.675,4,MOONSHOOTER,Ab-Soul,51,253198,2022-12-16,5
0.482,0.809,4,-3.956,1,0.0398,0.000124,3.97e-05,0.118,0.368,141.953,4,Pressure To Party,Julia Jacklin,37,182306,2019-02-22,5
0.356,0.811,7,-10.388,0,0.0599,0.109,0.000503,0.333,0.279,112.841,4,She's My Witch,Radiacs,19,196480,2010,2
0.638,0.513,9,-7.719,0,0.0494,0.0194,0.547,0.103,0.371,88.232,4,Corner,Five and Tens,27,197933,2019-08-15,8
0.647,0.633,8,-10.192,1,0.542,0.152,0.0,0.911,0.905,132.185,5,Full Cooperation,Def Squad,29,228533,1998-01-01,3
0.339,0.00188,11,-26.29,0,0.0604,0.988,0.947,0.104,0.117,141.734,4,Clouds,Hiroshi Yoshimura,40,354693,2017-11-03,2
0.567,0.785,0,-4.623,1,0.0316,1.74e-05,0.000143,0.0982,0.412,90.654,4,Sad But True,Bruce Kulick,9,319373,2007-06-19,1
0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,4,Waiting for a Girl like You,Foreigner,68,292066,1981,8
0.566,0.663,2,-9.393,1,0.0383,0.407,1.89e-05,0.165,0.514,80.419,4,It's Not Easy,Ofege,45,263338,1973-05-09,7
0.819,0.743,11,-9.218,0,0.352,0.0257,0.00523,0.592,0.733,101.836,4,Big Dreams,Bow Wow,36,212133,2005,1
0.911,0.603,11,-12.496,0,0.301,0.00934,0.0,0.279,0.694,96.248,4,"Grand Verbalizer, What Time Is It?",X-Clan,25,284493,1990-01-01,2
0.884,0.572,1,-6.229,1,0.0993,0.0125,0.000359,0.125,0.44,136.114,4,24,IDK,51,112942,2019-09-04,3
0.539,0.587,5,-6.262,0,0.169,0.442,0.0,0.136,0.687,179.965,4,Never Bend (feat. Lil Uzi Vert) - Remix,03 Greedo,45,289358,2018-06-27,2
0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,4,Sky,Playboi Carti,79,193234,2020-12-25,3
0.52,0.208,0,-17.092,1,0.0319,0.84,4.63e-06,0.0996,0.282,90.1,4,Daisy Jane,America,49,186466,1975,4
0.73,0.623,9,-6.5,0,0.0876,0.594,0.000144,0.15,0.873,96.067,4,LFT,Quadron,34,209866,2013-05-31,5
0.521,0.568,4,-10.914,1,0.389,0.0763,0.0,0.0728,0.703,83.43,4,Caught Up,Young Ed,8,198146,1996-09-10,3
0.376,0.868,5,-4.914,0,0.0377,0.0677,0.762,0.0645,0.742,169.968,4,Doused,DIIV,52,222973,2012-06-26,7
0.398,0.907,4,-4.595,1,0.0685,1.25e-05,0.896,0.658,0.25,112.12,4,Ebolada,Reznyck,34,252962,2018-06-08,5
0.34,0.469,1,-13.524,0,0.035,0.185,7.9e-06,0.113,0.329,109.427,4,Evening Of Light,Nico,18,340133,1968-11,2
0.531,0.387,0,-10.666,1,0.0321,0.969,0.00137,0.122,0.393,153.872,4,Mountain,LA Priest,10,131472,2015-06-29,2
0.559,0.78,2,-6.195,1,0.0815,0.0026,1.89e-05,0.11,0.212,129.768,4,The Dial - Radio Edit,Squid,7,229020,2018-09-21,2
0.371,0.522,3,-10.569,0,0.11,0.433,0.0,0.221,0.7,148.873,4,Whogives,Knxwledge,32,77374,2018-10-08,4
0.724,0.848,8,-8.093,1,0.209,0.0835,0.0527,0.655,0.449,120.004,4,Like I'm on Fire,Karma Kid,21,296807,2014-01-27,5
0.904,0.408,4,-14.234,0,0.192,0.651,0.865,0.0939,0.244,119.997,4,Those Days,KAASI,42,320000,2015-06-02,5
0.448,0.683,10,-10.3,0,0.0863,0.0055,0.853,0.112,0.453,136.005,4,Flip Up,Mansur Brown,31,217480,2018-09-28,3
0.349,0.781,2,-9.789,1,0.029,5.03e-05,0.0264,0.187,0.496,183.768,4,Tyler,Toadies,51,253173,1994-01-01,3
0.699,0.824,4,-6.16,1,0.47,0.661,0.839,0.268,0.615,163.942,4,Eye's Drift,Archy Marshall,30,142449,2015-12-10,5
0.594,0.635,1,-8.069,0,0.0411,0.067,0.782,0.093,0.709,138.624,4,Gentle Persuasion,Doug Hream Blunt,25,405520,2015-10-16,7
0.713,0.609,5,-11.698,1,0.0606,0.587,1.67e-05,0.07,0.853,112.399,4,I Love Hot Nights,Jonathan Richman,36,177932,1987,2
0.166,0.45,2,-7.12,1,0.0305,0.536,0.407,0.0601,0.0662,142.243,4,Levitation,Beach House,50,354600,2015-08-28,7
0.393,0.481,1,-10.458,1,0.0273,0.759,0.725,0.0869,0.0773,98.463,4,Locket,Crumb,61,318378,2017-06-23,7
0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,4,First,Cold War Kids,64,200360,2014-10-31,2
0.536,0.567,7,-7.512,1,0.113,0.326,1.87e-05,0.109,0.433,82.191,4,3rd Planet,Modest Mouse,47,238493,2000-06-13,2
0.757,0.861,10,-5.473,0,0.4,0.24,0.0,0.205,0.734,91.03,4,A.V.E.R.A.G.E.,Kazi,31,178964,2016-12-09,4
0.69,0.567,7,-10.875,0,0.311,0.599,9.2e-05,0.116,0.609,96.002,4,"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Jazz Liberatorz,47,328573,2008-01-21,7
0.728,0.44,11,-12.144,0,0.0883,0.0451,1.29e-05,0.305,0.553,99.364,4,Ace Of Spades,O.V. Wright,49,133506,1971,5
0.519,0.662,0,-10.643,1,0.0442,0.198,0.0,0.112,0.82,140.742,4,Leaders of Men - 2010 Remaster,Joy Division,41,155051,2010,6
0.382,0.712,2,-7.431,1,0.0574,0.00495,0.00111,0.0854,0.427,132.845,4,I Am The Walrus,Spooky Tooth,16,384013,1970,3
0.492,0.704,7,-6.949,0,0.178,0.177,0.00215,0.0678,0.548,172.454,4,Bo Diddley Special,Eric Burdon,6,330960,2013-01-01,3
0.504,0.894,7,-7.601,1,0.418,0.00232,0.0,0.366,0.678,75.439,4,Jive Talk - Richie Rich Mix,Juggaknots,5,315710,1996-09-21,3
0.437,0.906,7,-4.207,1,0.0648,0.0711,0.0,0.388,0.469,128.04,4,Life Is A Long Time,Los Campesinos!,18,261573,2011-11-15,2
0.61,0.738,3,-5.949,1,0.0609,0.0595,0.0,0.062,0.748,131.994,4,"Fine, Great",Modern Baseball,56,148047,2014-02-11,5
0.633,0.58,2,-12.017,0,0.048,0.32,0.643,0.122,0.835,171.643,4,Let My People Go,Darondo,46,238480,2005-01-24,5
0.603,0.604,3,-5.06,0,0.0682,0.0107,0.00123,0.108,0.413,93.064,4,Massage Situation,Flying Lotus,41,167173,2007-10-01,3
0.679,0.497,1,-8.49,1,0.0916,0.00639,0.863,0.121,0.711,88.253,4,Nothin' Lesser - Instrumental,Pete Rock,13,292533,2001,5
0.412,0.59,11,-12.277,1,0.0701,0.255,0.0325,0.177,0.653,85.824,4,Crimson & Clover - Single Version,Tommy James & The Shondells,50,208666,2002-06-04,7
0.719,0.516,1,-9.681,0,0.0301,0.277,0.0066,0.555,0.679,112.099,4,Someone You'd Rather Be Dating,Sports,0,231186,2016-10-21,8
0.405,0.827,6,-7.226,0,0.392,0.228,0.0,0.247,0.43,172.182,4,"Hostile Gospel, Pt. 1 - Deliver Us",Talib Kweli,22,322626,2007-08-21,8
0.637,0.635,2,-6.432,0,0.0278,0.855,0.899,0.315,0.929,106.761,4,Grazing in the Grass,Willie Mitchell,34,145266,2014,7
0.734,0.755,0,-8.077,1,0.21,0.303,9.65e-06,0.129,0.742,92.862,4,Family Problems,Royal Flush,8,155933,1997-08-19,10
0.478,0.686,1,-4.065,1,0.0321,0.000229,0.916,0.244,0.0486,128.001,4,Contrivance,Thomas Barrandon,38,304293,2018-02-16,9
0.646,0.399,5,-14.222,1,0.0295,0.432,0.284,0.124,0.581,104.985,4,I Didn't Know,Skinshape,57,218626,2018-11-23,9
0.531,0.672,7,-7.341,1,0.305,0.693,0.0,0.791,0.548,96.271,4,Break in the Action,CZARFACE,59,149613,2021-05-07,8
0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,4,Animal,Miike Snow,57,263426,2009-01-01,9
0.455,0.783,11,-6.297,0,0.0444,0.0507,0.00163,0.154,0.648,118.446,4,Let The Sunshine In (Reprise) - Remastered 2000,The 5th Dimension,59,87800,1969,10
0.368,0.95,2,-4.521,1,0.329,0.0301,4.59e-06,0.384,0.616,130.568,4,Punk Weight,Death Grips,45,204240,2012-04-23,7
0.93,0.609,9,-12.61,1,0.197,0.0629,2.97e-06,0.0673,0.771,106.876,4,Mona Lisa,Slick Rick,35,248160,1988-11-03,7
0.474,0.65,10,-12.189,0,0.617,0.00788,0.0,0.332,0.764,88.188,4,Up In Smoke Freestyle - Explict,DJ Clue,10,85524,2009-10-03,7
0.457,0.272,11,-12.022,1,0.0345,0.825,0.573,0.13,0.413,200.364,3,Valley in the Ocean,Bruno Pernadas,36,405351,2016-09-23,8
0.648,0.164,1,-16.743,1,0.474,0.953,0.0,0.241,0.728,89.059,4,Capone Phone Home - Interlude,Capone-N-Noreaga,0,103306,1997-06-17,7
0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,4,Tongues,Joywave,50,234773,2015-04-14,7
0.905,0.556,1,-10.909,1,0.17,0.0622,0.0,0.0966,0.767,93.157,4,4 Da Mind,Masta Ace Incorporated,17,285960,1995-01-01,9
0.742,0.663,10,-5.06,0,0.0321,0.154,0.0,0.197,0.913,113.005,4,Gimme Little Sign,Brenton Wood,54,141329,1967-01-01,10
0.372,0.486,3,-9.526,1,0.0417,0.882,0.00166,0.17,0.385,145.0,4,Beechwood Park - Mono Version,The Zombies,1,163733,1968-04-19,8
0.437,0.842,9,-7.802,1,0.0732,0.157,0.0,0.933,0.658,125.065,4,Don't Stop - Live 1977,Fleetwood Mac,37,231653,1977-02-04,10
0.535,0.452,7,-9.349,1,0.0361,0.754,0.0,0.0631,0.7,79.075,4,Every Nigger is a Star,Boris Gardiner,33,198853,1973,8
0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,4,Moondance - 2013 Remaster,Van Morrison,65,274040,1970-02,10
0.897,0.639,9,-6.287,0,0.355,0.354,0.0,0.114,0.488,94.093,4,Flu Flamming,Drakeo the Ruler,56,140258,2017-12-26,10
0.472,0.000264,10,-2.684,0,0.488,0.552,0.0,0.411,0.101,89.4,4,My Love,MF DOOM,20,749813,2005-05-10,8
0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,Electric Love,BØRNS,78,218106,2015-10-16,9
0.465,0.466,9,-8.098,1,0.0333,0.0836,0.0427,0.0911,0.555,164.315,4,Down by the River - 2009 Remaster,Neil Young,0,558186,1969-05-14,10
0.738,0.587,3,-4.113,0,0.0362,0.225,0.677,0.0768,0.556,77.999,4,Santa Teresa Blue,Jules Hiero,8,215384,2021-05-21,8
0.616,0.954,2,-2.494,1,0.239,0.0597,0.0,0.669,0.571,103.915,4,Hello Good Morning,Diddy - Dirty Money,46,268746,2010-01-01,7
0.762,0.503,9,-9.397,0,0.0308,0.777,0.17,0.115,0.558,96.999,4,Lauren,Men I Trust,60,218210,2016-06-13,7
0.752,0.777,10,-8.208,0,0.289,0.0474,7.48e-06,0.339,0.694,91.169,4,Skit A (Interview)/Watch What You Say,Guru,24,303026,1995-07-18,8
0.736,0.406,8,-10.763,0,0.0601,0.0392,2.84e-06,0.0915,0.741,83.999,4,Good Morning (Mndsgn Remix),Joyce Wrice,41,205751,2017-05-16,7
0.619,0.708,6,-5.354,0,0.0572,0.017,0.395,0.337,0.8,92.484,4,Fragments - Instrumental,Wu-Tang Clan,18,219453,2009-04-14,9
0.73,0.503,10,-15.037,1,0.607,0.55,0.0,0.627,0.562,78.736,4,Jail Skit,Slick Rick,22,80200,1999-01-01,9
0.785,0.551,11,-5.329,1,0.229,0.091,0.000434,0.227,0.244,81.999,4,Wisdom Body (feat. Ghostface Killah),Raekwon,36,158400,1995,10
0.654,0.89,5,-2.347,0,0.253,0.217,0.0,0.256,0.585,90.263,4,My Style - prod. Boogeyman,Erick Sermon,11,213333,2019-04-19,7
0.776,0.637,7,-10.917,1,0.264,0.296,0.0,0.186,0.526,96.903,4,Young Ladies,Guru,23,252026,1995-07-18,7
0.782,0.658,1,-6.805,1,0.394,0.00689,7.13e-05,0.494,0.491,86.156,4,Who's This ?,Artifacts,24,279906,1997-01-01,8
0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,4,Going to California - Remaster,Led Zeppelin,68,212160,1971-11-08,7
0.444,0.565,11,-10.263,1,0.102,0.534,0.325,0.167,0.44,179.588,5,Like The Seasons,Onra,47,82441,2017-03-10,10
0.354,0.158,0,-12.375,1,0.0431,0.938,0.0185,0.149,0.126,68.235,5,Faded,El Michels Affair meets Liam Bailey,0,184492,2021-08-02,10
0.719,0.557,8,-7.243,0,0.0282,0.441,0.174,0.0718,0.942,107.843,4,Diamond Dancer,Bill Callahan,32,240000,2007-04-24,10
0.855,0.719,9,-9.123,1,0.304,0.0177,0.0,0.113,0.655,93.046,4,"Older Gods (feat. Ghostface Killah, Raekwon & GZA)",Wu-Tang Clan,39,185960,1997-06-03,7
0.591,0.872,9,-5.283,1,0.316,0.0406,0.0,0.282,0.756,92.788,4,Favor for a Favor (feat. Scarface),Nas,36,247000,1999-04-06,10
0.679,0.672,9,-8.701,1,0.0372,0.044,0.0,0.0944,0.862,101.462,4,You're The Man - Alternate Version,Marvin Gaye,15,281418,2019-03-29,7
0.567,0.767,1,-5.419,0,0.346,0.222,0.0,0.203,0.77,80.757,4,Open Mic (Symphony 2018),Da Great Deity Dah,0,222413,2018-04-13,7
0.358,0.371,4,-11.64,1,0.0629,0.743,0.0491,0.108,0.162,100.259,5,Well Acquainted,Dick Stusso,0,175006,2018-03-02,10
0.852,0.664,9,-5.179,1,0.123,0.12,0.00113,0.0737,0.148,95.815,4,Crazy Dream,Tom Misch,10,212044,2016-06-08,8
0.592,0.74,6,-7.41,0,0.168,0.156,0.0,0.0502,0.618,88.15,4,Black Helicopters,Non Phixion,2,252835,2000-03-07,8
0.349,0.831,3,-5.329,1,0.086,0.914,0.134,0.157,0.441,130.524,4,Green Blood,Sonny & The Sunsets,0,261823,2013-01-01,9
0.464,0.612,9,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,4,War Pigs,Black Sabbath,56,474400,2017-02-03,10
0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,4,Only Time,Enya,68,218546,2000-11-11,10
0.936,0.679,9,-8.954,0,0.342,0.138,0.0,0.055,0.767,100.073,4,Likwit Rhyming,Tony Touch,0,192066,2000-04-18,8
0.444,0.781,5,-9.303,1,0.0332,1.05e-05,0.711,0.16,0.393,89.615,4,Galangal Root,MF DOOM,1,124812,2006-01-24,10
0.469,0.672,5,-9.23,0,0.244,0.202,0.0,0.852,0.682,99.471,4,Knock Knock,MED,51,285093,2015-10-30,10
0.498,0.591,5,-7.556,0,0.0303,0.341,0.00914,0.116,0.334,86.983,4,How People Speak,The Cactus Channel,15,230791,2017-11-03,7
0.509,0.533,6,-11.082,0,0.399,0.408,0.0,0.261,0.48,167.901,3,Gangsta Music Freestyle,DJ Clue,9,104359,2009-10-03,8
0.609,0.415,7,-11.986,1,0.0435,0.227,0.0672,0.136,0.442,127.972,4,Memory Box,Peter Cat Recording Co.,51,483840,2019-06-07,10
0.81,0.7,6,-8.263,1,0.0826,0.313,0.0471,0.124,0.787,93.98,4,Dinner Time,Stand High Patrol,41,245362,2017-05-26,8
0.484,0.655,4,-11.118,1,0.0316,0.033,0.0,0.0885,0.634,133.158,4,Incense And Peppermints,Strawberry Alarm Clock,50,167453,1967,10
0.445,0.724,4,-6.154,1,0.0256,0.0022,0.000328,0.0628,0.655,99.548,4,666,Sugar Candy Mountain,0,255552,2016-07-08,10
0.472,0.832,3,-3.278,0,0.0339,0.00058,0.000255,0.256,0.839,134.957,4,Lipstick,Ariel Pink,49,200293,2014-11-17,7
0.649,0.651,11,-7.179,0,0.23,8.92e-05,0.000532,0.0558,0.93,93.741,4,Boom,"Royce Da 5'9""",41,233586,2002,7
0.824,0.555,1,-10.309,1,0.166,0.114,8.47e-05,0.112,0.728,99.576,4,Just Another Case,Cru,48,215640,1997-01-01,9
0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,4,Fly Like An Eagle,Steve Miller Band,63,282693,1976-01-01,8
0.73,0.768,7,-5.004,1,0.427,0.00838,0.0,0.305,0.419,169.278,4,Drivers Seat,Capone-N-Noreaga,0,220493,1997-06-17,7
